회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
에스에스알,시스템ㆍ응용 소프트웨어 개발 및 공급업,14년 (2010년 설립),125억 900만원,주식회사,"4,751만원",www.ssrinc.co.kr,1개,95명,93명,25명/19명
한일시멘트,"시멘트, 석회 및 플라스터 제조업",6년 (2018년 설립),"9,075억 3,324만원",주식회사,"8,625만원",www.hanilcement.com,1개,120명,670명,68명/83명
휴네시온,시스템ㆍ응용 소프트웨어 개발 및 공급업,21년 (2003년 설립),"254억 5,474만원",주식회사,"6,111만원",www.hunesion.com,1개,160명,170명,24명/33명
티웨이항공,항공 여객 운송업,21년 (2003년 설립),"2,144억 4,078만원",주식회사,"5,469만원",www.twayair.com,1개,"1,853명","2,881명","221명/1,066명"
롯데이노베이트,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"9,125억 9,981만원",주식회사,"7,100만원",www.ldcc.co.kr,2개,"3,090명","2,783명",167명/152명
한국유니온제약,완제 의약품 제조업,39년 (1985년 설립),-,주식회사,"3,964만원",www.ukp.co.kr/,1개,208명,176명,67명/48명
그리티,의복 소매업,25년 (1999년 설립),"1,041억 1,638만원",주식회사,"6,069만원",www.gritees.com,1개,105명,114명,21명/21명
알로이스,유선 통신장비 제조업,6년 (2018년 설립),"287억 4,420만원",주식회사,"7,441만원",www.aloys.co.kr,1개,33명,43명,3명/5명
올릭스,재생용 재료 및 기타 상품 전문 도매업,4년 (2020년 설립),-,주식회사,"5,852만원",-,1개,4명,3명,5명/3명
테크트랜스,전기 공급 및 제어장치 제조업,13년 (2011년 설립),"1억 3,113만원",주식회사,"2,931만원",www.techtrans.co.kr,1개,4명,8명,2명/1명
효성중공업,그 외 기타 금융업,26년 (1998년 설립),-,기타 법인,"5,562만원",-,1개,5명,4명,0명/1명
효성첨단소재,직물 직조업,6년 (2018년 설립),-,기타 법인,"6,032만원",-,1개,541명,217명,26명/19명
효성티앤씨,보관 및 창고업,6년 (2018년 설립),-,기타 법인,"5,379만원",-,1개,19명,23명,2명/4명
효성화학,기초 유기화학 물질 제조업,6년 (2018년 설립),-,기타 법인,"6,032만원",-,1개,144명,150명,18명/22명
아이큐어,"세제, 화장품 및 광택제 제조업",4년 (2020년 설립),-,주식회사,"3,071만원",-,1개,70명,82명,72명/94명
엘리비젼,건물설비 설치 공사업,20년 (2004년 설립),-,주식회사,"4,235만원",www.elivision.com/,2개,19명,14명,18명/12명
지앤이헬스케어,그 외 기타 섬유제품 제조업,10년 (2014년 설립),"37억 8,400만원",주식회사,"3,503만원",www.hannahpad.com,1개,20명,10명,2명/0명
에스엠비나,기타 봉제의복 제조업,9년 (2015년 설립),-,주식회사,"5,212만원",www.smvina.co.kr,1개,10명,4명,3명/0명
HDC현대산업개발,부동산 개발 및 공급업,6년 (2018년 설립),"3조 4,306억 7,258만원",주식회사,"8,025만원",www.hdc-dvp.com,3개,"4,444명","1,861명",394명/435명
카이노스메드,"그 외 기타 전문, 과학 및 기술 서비스업",7년 (2017년 설립),-,주식회사,"7,589만원",www.kainosmedicine.com,1개,20명,16명,0명/0명
파워넷,유선 통신장비 제조업,31년 (1993년 설립),"2,078억 5,648만원",주식회사,"6,116만원",www.gopowernet.com,1개,121명,127명,14명/24명
현대사료,동물용 사료 및 조제식품 제조업,41년 (1983년 설립),-,주식회사,"5,411만원",www.canariabio.com,1개,78명,68명,5명/5명
세종메디칼,-,14년 (2010년 설립),"160억 8,292만원",주식회사,"3,318만원",www.sejongmedical.com,1개,120명,132명,16명/19명
제노레이,기타 의료용 기기 제조업,23년 (2001년 설립),"706억 1,761만원",주식회사,"4,677만원",www.genoray.com,1개,275명,331명,66명/129명
제이시스메디칼,,,,,,,,,,
에스제이켐,"잉크, 페인트, 코팅제 및 유사제품 제조업",15년 (2009년 설립),-,,"4,964만원",-,1개,3명,,
JTC,기타 일반 목적용 기계 제조업,5년 (2019년 설립),-,기타 법인,"5,238만원",-,1개,6명,13명,3명/7명
네오셈,반도체 및 디스플레이 제조용 기계 제조업,8년 (2016년 설립),"345억 8,588만원",주식회사,"5,203만원",www.neosem.com,1개,118명,117명,29명/30명
케어랩스,광고 대행업,12년 (2012년 설립),"546억 2,196만원",주식회사,"6,811만원",https://www.carelabs.co.kr/,1개,80명,84명,34명/43명
애경산업,자연과학 연구개발업,39년 (1985년 설립),"5,684억 5,834만원",주식회사,"6,606만원",www.aekyung.co.kr,1개,87명,443명,91명/87명
린드먼아시아,경영 컨설팅 및 공공 관계 서비스업,18년 (2006년 설립),-,주식회사,"8,533만원",www.laic.kr,1개,12명,12명,4명/3명
오스테오닉,기타 의료용 기기 제조업,12년 (2012년 설립),"155억 9,779만원",주식회사,"4,326만원",www.osteonic.com,1개,113명,149명,21명/45명
엔지켐생명과학,자연과학 연구개발업,25년 (1999년 설립),"229억 7,549만원",주식회사,"4,745만원",www.enzychem.co.kr,1개,58명,52명,14명/16명
동구바이오제약,완제 의약품 제조업,41년 (1983년 설립),"1,551억 3,134만원",주식회사,"5,355만원",www.dongkoo.com,1개,123명,404명,96명/122명
아시아종묘,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,20년 (2004년 설립),"241억 4,070만원",주식회사,"3,291만원",www.asiaseed.kr,1개,193명,164명,46명/43명
알리코제약,완제 의약품 제조업,32년 (1992년 설립),"1,677억 3,712만원",주식회사,"4,742만원",www.arlico.co.kr,2개,187명,211명,52명/87명
셀트리온,자연과학 연구개발업,5년 (2019년 설립),-,기타 법인,"5,641만원",-,1개,20명,30명,9명/20명
카페24,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"1,952억 4,858만원",주식회사,"7,108만원",www.cafe24.com,1개,"1,184명","1,011명",166명/47명
링크제니시스,통신 공사업,21년 (2003년 설립),152억 779만원,주식회사,"5,082만원",www.linkgenesis.co.kr,1개,2명,117명,25명/33명
배럴,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",10년 (2014년 설립),"1,595억 2,069만원",주식회사,"4,303만원",-,1개,292명,344명,170명/201명
SG,그 외 기타 정보 서비스업,24년 (2000년 설립),"1,867억 9,427만원",주식회사,"6,074만원",www.surplusglobal.com,1개,65명,88명,15명/31명
씨앤지하이테크,건물설비 설치 공사업,22년 (2002년 설립),"1,014억 267만원",주식회사,"5,508만원",www.cnghitech.com,1개,132명,173명,100명/72명
쿠쿠홈시스,기타 무점포 소매업,7년 (2017년 설립),"6,532억 103만원",주식회사,"6,003만원","www,cuckoo.co.kr",2개,"2,557명",731명,181명/246명
SK케미칼,-,7년 (2017년 설립),-,주식회사,"6,032만원",www.skchemicals.com,2개,558명,367명,50명/73명
시스웍,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",20년 (2004년 설립),"171억 9,479만원",주식회사,"7,056만원",www.syswork.co.kr,1개,30명,24명,15명/11명
디바이스이엔지,기타 특수 목적용 기계 제조업,22년 (2002년 설립),"1,250억 6,766만원",주식회사,"5,349만원",www.deviceeng.co.kr,1개,158명,149명,9명/6명
씨알푸드,곡물 가공품 제조업,17년 (2007년 설립),184억 600만원,주식회사,"4,542만원",www.crfood.co.kr,1개,76명,74명,23명/22명
레이크머티리얼즈,그 외 기타 화학제품 제조업,4년 (2020년 설립),-,기타 법인,"5,276만원",-,1개,144명,155명,48명/48명
BGF리테일,음ㆍ식료품 위주 종합 소매업,7년 (2017년 설립),"6조 7,620억 8,887만원",주식회사,"4,936만원",www.bgfretail.com,1개,"3,224명","3,223명","1,586명/1,708명"
동양피스톤,자동차 차체용 신품 부품 제조업,47년 (1977년 설립),"2,947억 2,212만원",주식회사,"7,988만원",www.dypiston.co.kr,1개,578명,568명,82명/86명
진에어,기타 일반 목적용 기계 제조업,19년 (2005년 설립),-,기타 법인,"3,726만원",-,1개,5명,5명,2명/2명
씨티케이,회사본부,7년 (2017년 설립),-,주식회사,"5,901만원",www.ictk.com,1개,44명,56명,8명/22명
메카로,기타 전기장비 제조업,5년 (2019년 설립),-,기타 법인,"5,557만원",-,1개,16명,20명,1명/3명
케이씨텍,반도체 및 디스플레이 제조용 기계 제조업,7년 (2017년 설립),"3,781억 9,295만원",주식회사,"6,663만원",www.kctech.co.kr,1개,794명,777명,109명/112명
체리부로,그 외 기타 상품 전문 소매업,14년 (2010년 설립),-,기타 법인,"3,655만원",-,1개,3명,3명,0명/0명
대원,자동차 신품 부품 및 내장품 판매업,26년 (1998년 설립),-,기타 법인,"5,882만원",-,1개,37명,40명,7명/9명
비즈니스온,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),"182억 5,243만원",주식회사,"6,338만원",www.businesson.co.kr,1개,0명,103명,35명/48명
동아타이어,고무 타이어 및 튜브 생산업,7년 (2017년 설립),"1,785억 7,215만원",주식회사,"5,133만원",www.dongahtire.co.kr,1개,363명,409명,100명/87명
삼양패키징,포장용 플라스틱제품 제조업,9년 (2015년 설립),-,기타 법인,"5,932만원",-,1개,57명,60명,3명/7명
코오롱티슈진,식료품 소매업,20년 (2004년 설립),-,외국 주식회사,"5,601만원",-,1개,12명,15명,3명/4명
EMB,전자집적회로 제조업,5년 (2019년 설립),"64억 4,231만원",기타 법인,"5,320만원",-,1개,45명,61명,7명/21명
테이팩스,1차 플라스틱제품 제조업,5년 (2019년 설립),-,기타 법인,"5,932만원",-,1개,62명,54명,15명/10명
롯데웰푸드,,,,,,,,,,
탑선,회계 및 세무관련 서비스업,5년 (2019년 설립),-,기타 법인,"4,792만원",-,1개,5명,5명,2명/1명
영화테크,자동차용 기타 신품 부품 제조업,4년 (2020년 설립),-,기타 법인,"3,052만원",-,1개,1명,3명,0명/1명
폴라리스세원,자동차 차체용 신품 부품 제조업,33년 (1991년 설립),-,주식회사,"3,021만원",www.polaris-sewon.com,1개,214명,200명,55명/50명
상신전자,기타 전자 부품 제조업,36년 (1988년 설립),"969억 9,402만원",주식회사,"4,193만원",www.sangshin-e.com,1개,114명,120명,16명/18명
야스,산업용 로봇 제조업,26년 (1998년 설립),"731억 5,846만원",기타 법인,"6,032만원",-,2개,268명,129명,11명/22명
인산가,신선 식품 및 단순 가공 식품 도매업,7년 (2017년 설립),-,주식회사,"5,079만원",www.insanga.co.kr,2개,202명,97명,25명/29명
휴엠앤씨,판유리 및 판유리 가공품 제조업,22년 (2002년 설립),-,주식회사,"4,196만원",humnc.com,2개,184명,99명,43명/17명
신흥에스이씨,-,15년 (2009년 설립),"1,842억 8,977만원",주식회사,"3,160만원",www.shsec.co.kr,3개,864명,330명,228명/108명
유티아이,컴퓨터 제조업,24년 (2000년 설립),-,기타 법인,"4,025만원",-,1개,18명,14명,6명/7명
선익시스템,기타 특수 목적용 기계 제조업,34년 (1990년 설립),"449억 2,890만원",주식회사,"6,360만원",www.sunic.co.kr,1개,180명,196명,19명/31명
엠플러스,기타 특수 목적용 기계 제조업,21년 (2003년 설립),"764억 8,180만원",주식회사,"5,125만원",www.mplusi.co.kr,1개,310명,370명,90명/111명
앱클론,자연과학 연구개발업,14년 (2010년 설립),34억 600만원,주식회사,"5,500만원",www.abclon.com,1개,60명,61명,5명/9명
어스앤에어로스페이스,항공기용 엔진 및 부품 제조업,22년 (2002년 설립),"337억 5,612만원",주식회사,"13,490만원",www.samcokorea.com,2개,135명,7명,119명/6명
펄어비스,게임 소프트웨어 개발 및 공급업,14년 (2010년 설립),"2,659억 6,484만원",주식회사,"10,648만원",www.pearlabyss.com,2개,739명,733명,260명/251명
케이피에스,직물제품 제조업,11년 (2013년 설립),-,주식회사,"3,493만원",-,1개,3명,6명,2명/3명
덕우전자,자동차용 기타 신품 부품 제조업,32년 (1992년 설립),"1,493억 8,936만원",주식회사,"5,106만원",www.derkwoo.com,2개,191명,290명,132명/104명
지오릿에너지,엔지니어링 서비스업,7년 (2017년 설립),-,주식회사,"4,929만원",genone.co.kr,2개,68명,40명,16명/22명
케일럼,기타 일반 목적용 기계 제조업,15년 (2009년 설립),-,주식회사,"3,518만원",www.ewkinc.co.kr,1개,42명,38명,17명/12명
알에스오토메이션,기타 전자 부품 제조업,15년 (2009년 설립),"1,087억 139만원",주식회사,"5,331만원",www.rsautomation.co.kr,1개,201명,158명,33명/14명
컬러레이,"의약품, 의료용품 및 화장품 도매업",4년 (2020년 설립),-,주식회사,"3,233만원",-,1개,1명,3명,0명/1명
와이즈버즈,광고 대행업,12년 (2012년 설립),"193억 2,068만원",기타 법인,"4,605만원",-,1개,147명,191명,48명/69명
모트렉스,기타 기계 및 장비 도매업,23년 (2001년 설립),"2,897억 6,852만원",주식회사,"7,126만원",www.motrex.co.kr,1개,362명,419명,71명/121명
데이타솔루션,-,15년 (2009년 설립),-,기타 법인,"2,686만원",-,2개,4명,5명,0명/0명
지니언스,시스템ㆍ응용 소프트웨어 개발 및 공급업,19년 (2005년 설립),"314억 6,491만원",주식회사,"6,546만원",www.genians.co.kr/,1개,180명,193명,25명/31명
디앤씨미디어,서적 출판업,12년 (2012년 설립),"255억 7,299만원",주식회사,"3,176만원",www.dncmedia.co.kr,2개,49명,100명,25명/80명
루켄테크놀러지스,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",17년 (2007년 설립),"301억 1,702만원",주식회사,"3,632만원",www.luken.co.kr,1개,96명,111명,70명/68명
힘스,"베어링, 기어 및 동력 전달장치 제조업",11년 (2013년 설립),-,기타 법인,"5,113만원",-,1개,7명,7명,0명/0명
제일약품,완제 의약품 제조업,7년 (2017년 설립),"7,016억 3,737만원",주식회사,"6,344만원",www.jeilpharm.co.kr,1개,"1,010명",957명,226명/192명
브이원텍,시스템ㆍ응용 소프트웨어 개발 및 공급업,18년 (2006년 설립),428억 886만원,주식회사,"4,888만원",www.v-one.co.kr,1개,87명,120명,13명/32명
아우딘퓨쳐스,"세제, 화장품 및 광택제 제조업",24년 (2000년 설립),-,주식회사,"3,832만원",www.outinco.com,1개,28명,99명,44명/50명
이녹스첨단소재,인쇄회로기판 및 전자부품 실장기판 제조업,7년 (2017년 설립),"4,458억 5,106만원",주식회사,"6,999만원",www.innoxamc.com,1개,753명,752명,84명/106명
카카오,기타 금융 지원 서비스업,16년 (2008년 설립),-,기타 법인,"6,032만원",-,1개,344명,322명,102명/75명
오리온,비알코올 음료 및 얼음 제조업,8년 (2016년 설립),-,기타 법인,"4,624만원",-,1개,35명,36명,6명/5명
하림지주,그 외 기타 금융업,74년 (1950년 설립),"448억 6,386만원",주식회사,"8,544만원",www.harimholdings.co.kr,1개,51명,67명,14명/17명
덴티스,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,기타 법인,"5,852만원",-,1개,2명,11명,0명/0명
메디안디노스틱,의료용품 및 기타 의약 관련제품 제조업,25년 (1999년 설립),-,주식회사,"4,552만원",www.mediandiagnostics.com,1개,81명,78명,18명/14명
나인테크,전기 공급 및 제어장치 제조업,1년 (2023년 설립),-,기타 법인,"4,285만원",-,1개,9명,19명,3명/8명
에스알바이오텍,"세제, 화장품 및 광택제 제조업",17년 (2007년 설립),"74억 1,200만원",주식회사,"3,782만원",srbiotek.com/,1개,24명,22명,16명/16명
뿌리깊은나무들,"영화, 비디오물 및 방송 프로그램 배급업",14년 (2010년 설립),-,주식회사,"6,282만원",www.redwoods.co.kr,1개,14명,10명,12명/7명
보라티알,가공식품 도매업,9년 (2015년 설립),"528억 7,896만원",주식회사,"5,027만원",www.boratr.co.kr,1개,41명,38명,22명/19명
매일유업,-,7년 (2017년 설립),"1조 5,435억 7,264만원",주식회사,"7,626만원",www.maeil.com,1개,"2,093명","2,005명",238명/192명
